"","cod_mun","ano_censo","mediaEducacao","psf"
"381",171245,2007,5.33333333333333,1
"382",171250,2007,4.6,1
"383",171270,2007,4.56756756756757,1
"384",171280,2007,4.63333333333333,1
"385",171320,2007,5.12772277227723,1
"386",171330,2007,5.14473684210526,1
"387",171360,2007,4.71428571428571,1
"388",171370,2007,4.86666666666667,1
"389",171380,2007,5.08536585365854,1
"390",171395,2007,4.52941176470588,1
"391",171420,2007,5.08215297450425,1
"392",171430,2007,5.29166666666667,1
"393",171488,2007,5,1
"394",171500,2007,5.29896907216495,1
"395",171510,2007,4.56302521008403,1
"396",171515,2007,5.5,1
"397",171525,2007,4.63157894736842,1
"398",171550,2007,4.625,1
"399",171570,2007,4.51785714285714,1
"400",171575,2007,5.03333333333333,1
"401",171610,2007,5.33536121673004,1
"402",171620,2007,4.43793103448276,1
"403",171630,2007,4.625,1
"404",171650,2007,5.22943722943723,1
"405",171660,2007,5.08090614886731,1
"406",171665,2007,4.80952380952381,1
"407",171670,2007,5.32640949554896,1
"408",171700,2007,4.43636363636364,1
"409",171720,2007,4.85714285714286,1
"410",171750,2007,4.97826086956522,1
"411",171780,2007,5.04347826086957,1
"412",171790,2007,4.67708333333333,1
"413",171800,2007,4.75925925925926,1
"414",171820,2007,5.10962099125364,1
"415",171830,2007,4.94339622641509,1
"416",171840,2007,5.26086956521739,1
"417",171845,2007,5.66666666666667,1
"418",171850,2007,4.50847457627119,1
"419",171855,2007,4.94444444444444,1
"420",171865,2007,4.33333333333333,1
"421",171870,2007,4.08333333333333,1
"422",171875,2007,4.53787878787879,1
"423",171880,2007,4.46875,1
"424",171884,2007,5.5,1
"425",171886,2007,4.40909090909091,1
"426",171888,2007,4.5,1
"427",171889,2007,4.66666666666667,1
"428",171890,2007,5.13333333333333,1
"429",171900,2007,4.88,1
"430",172000,2007,4.66666666666667,1
"431",172010,2007,4.88888888888889,1
"432",172015,2007,4.33333333333333,1
"433",172020,2007,5.02542372881356,1
"434",172025,2007,4.73333333333333,1
"435",172030,2007,5.05050505050505,1
"436",172049,2007,5.01666666666667,1
"437",172065,2007,5.12307692307692,1
"438",172080,2007,5.25,1
"439",172085,2007,4.84615384615385,1
"440",172090,2007,4.56324110671937,1
"441",172093,2007,4.38235294117647,1
"442",172097,2007,5.66666666666667,1
"443",172100,2007,5.26315789473684,1
"444",172110,2007,4.12380952380952,1
"445",172120,2007,5.19138755980861,1
"446",172125,2007,5.33333333333333,1
"447",172130,2007,4,1
"448",172208,2007,5.24603174603175,1
"449",172210,2007,4.69172932330827,1
"450",210005,2007,5.01198053163609,1
"451",210010,2007,4.28735632183908,1
"452",210015,2007,4.05369127516779,1
"453",210020,2007,4.74082568807339,1
"454",210030,2007,4.18122270742358,1
"455",210040,2007,4.69721115537849,1
"456",210043,2007,4.46558704453441,1
"457",210047,2007,5.05084745762712,1
"458",210050,2007,4.44912280701754,1
"459",210055,2007,3.80952380952381,1
"460",210060,2007,4.59075535512965,1
"461",210070,2007,4.57509881422925,1
"462",210080,2007,4.57519788918206,1
"463",210083,2007,4.61135371179039,1
"464",210087,2007,4.12765957446809,1
"465",210090,2007,4.82889344262295,1
"466",210095,2007,4.12951807228916,1
"467",210100,2007,4.87692307692308,1
"468",210110,2007,4.72649572649573,1
"469",210120,2007,4.85908615277293,1
"470",210125,2007,4.91666666666667,1
"471",210130,2007,4.84255319148936,1
"472",210135,2007,4.61904761904762,1
"473",210140,2007,4.94550128534704,1
"474",210150,2007,4.77464788732394,1
"475",210160,2007,4.61856127886323,1
"476",210170,2007,4.61861861861862,1
"477",210173,2007,4.47058823529412,1
"478",210177,2007,4.55645161290323,1
"479",210180,2007,4.36792452830189,1
"480",210190,2007,5.02330508474576,1
"481",210193,2007,5.03703703703704,1
"482",210197,2007,4.304,1
"483",210200,2007,3.97581395348837,1
"484",210203,2007,4.15570934256055,1
"485",210207,2007,4.27083333333333,1
"486",210210,2007,4.80935251798561,1
"487",210215,2007,4.22222222222222,1
"488",210220,2007,4.86176470588235,1
"489",210230,2007,4.83717105263158,1
"490",210232,2007,4.60383944153578,1
"491",210235,2007,4.93965517241379,1
"492",210237,2007,4.8015873015873,1
"493",210240,2007,4.75619834710744,1
"494",210250,2007,4.5152224824356,1
"495",210255,2007,4.91,1
"496",210260,2007,4.08805031446541,1
"497",210270,2007,4.58711217183771,1
"498",210275,2007,4.50931677018634,1
"499",210280,2007,4.73778920308483,1
"500",210290,2007,4.79166666666667,1
"501",210300,2007,4.70249421445102,1
"502",210310,2007,4.27731092436975,1
"503",210312,2007,4.74561403508772,1
"504",210315,2007,4.30821917808219,1
"505",210317,2007,4.06389776357828,1
"506",210320,2007,4.56966292134831,1
"507",210325,2007,4.89010989010989,1
"508",210330,2007,4.78838754809374,1
"509",210340,2007,4.655546935609,1
"510",210350,2007,5.1125,1
"511",210355,2007,3.92537313432836,1
"512",210360,2007,4.59749373433584,1
"513",210370,2007,4.81729598051157,1
"514",210375,2007,5,1
"515",210380,2007,4.62137203166227,1
"516",210390,2007,4.6,1
"517",210400,2007,4.89446366782007,1
"518",210405,2007,4.68729281767956,1
"519",210407,2007,4.47727272727273,1
"520",210408,2007,3.4,1
"521",210409,2007,4.16393442622951,1
"522",210410,2007,4.72080291970803,1
"523",210420,2007,4.79040404040404,1
"524",210430,2007,4.53614457831325,1
"525",210440,2007,4.46004842615012,1
"526",210450,2007,4.82591093117409,1
"527",210455,2007,5.1875,1
"528",210460,2007,4.78616352201258,1
"529",210462,2007,4.52840909090909,1
"530",210465,2007,3.86896551724138,1
"531",210467,2007,4.49261083743842,1
"532",210470,2007,4.62937062937063,1
"533",210480,2007,4.47864768683274,1
"534",210490,2007,4.96666666666667,1
"535",210500,2007,4.64852941176471,1
"536",210510,2007,4.53937592867756,1
"537",210515,2007,4.54504504504505,1
"538",210520,2007,5.02392344497608,1
"539",210530,2007,5.14603132110829,1
"540",210535,2007,4.27338129496403,1
"541",210540,2007,4.81411764705882,1
"542",210542,2007,4.98534798534799,1
"543",210545,2007,4.58974358974359,1
"544",210547,2007,3.85057471264368,1
"545",210550,2007,4.87860208461067,1
"546",210560,2007,4.76277372262774,1
"547",210565,2007,4.51785714285714,1
"548",210570,2007,4.80123372172721,1
"549",210580,2007,5.04201680672269,1
"550",210590,2007,4.65903307888041,1
"551",210592,2007,4.59756097560976,1
"552",210594,2007,5.05084745762712,1
"553",210596,2007,4.47321428571429,1
"554",210598,2007,4.06666666666667,1
"555",210600,2007,4.57910447761194,1
"556",210610,2007,4.90940766550523,1
"557",210620,2007,4.4258064516129,1
"558",210630,2007,4.890625,1
"559",210632,2007,4.63692946058091,1
"560",210635,2007,4.13888888888889,1
"561",210637,2007,4.728,1
"562",210640,2007,4.53159851301115,1
"563",210650,2007,4.85823754789272,1
"564",210660,2007,4.37426900584795,1
"565",210663,2007,3.23428571428571,1
"566",210667,2007,4.37777777777778,1
"567",210670,2007,4.64124783362218,1
"568",210675,2007,4.75617792421746,1
"569",210680,2007,5.0275,1
"570",210690,2007,5.20958904109589,1
"571",210700,2007,4.50285714285714,1
"572",210710,2007,4.43978102189781,1
"573",210720,2007,4.86938775510204,1
"574",210725,2007,4.04761904761905,1
"575",210730,2007,4.90384615384615,1
"576",210735,2007,4.60341151385928,1
"577",210740,2007,4.77413127413127,1
"578",210745,2007,4.7578125,1
"579",210750,2007,5.1078431372549,1
"580",210760,2007,4.84,1
"581",210770,2007,4.76666666666667,1
"582",210780,2007,4.26186830015314,1
"583",210790,2007,4.16409266409266,1
"584",210800,2007,5.453125,1
"585",210805,2007,4.84357541899441,1
"586",210810,2007,4.36610169491525,1
"587",210820,2007,4.96558082360172,1
"588",210825,2007,4.26506024096386,1
"589",210830,2007,4.39227053140097,1
"590",210840,2007,4.72945205479452,1
"591",210845,2007,3.60747663551402,1
"592",210850,2007,5.00642398286938,1
"593",210860,2007,5.03464203233256,1
"594",210870,2007,4.00774336283186,1
"595",210880,2007,5.06698564593301,1
"596",210890,2007,4.92717086834734,1
"597",210900,2007,4.95616113744076,1
"598",210905,2007,4.84745762711864,1
"599",210910,2007,4.98226600985222,1
"600",210920,2007,4.81176470588235,1
"601",210923,2007,4.32352941176471,1
"602",210927,2007,4.74275362318841,1
"603",210930,2007,4.63703703703704,1
"604",210940,2007,4.42820512820513,1
"605",210945,2007,5.04494382022472,1
"606",210950,2007,4.79400260756193,1
"607",210955,2007,5.20454545454545,1
"608",210960,2007,5.14925373134328,1
"609",210970,2007,5.02459016393443,1
"610",210975,2007,4.41304347826087,1
"611",210980,2007,4.68864097363083,1
"612",210990,2007,5.04184934236748,1
"613",211000,2007,4.60657118786858,1
"614",211003,2007,4.5499316005472,1
"615",211010,2007,4.29607250755287,1
"616",211020,2007,4.80892608089261,1
"617",211023,2007,4.14285714285714,1
"618",211027,2007,4.1843137254902,1
"619",211030,2007,4.51670951156812,1
"620",211040,2007,4.20284697508897,1
"621",211050,2007,4.97940913160251,1
"622",211060,2007,4.73716012084592,1
"623",211065,2007,4.79268292682927,1
"624",211070,2007,4.9358841778697,1
"625",211080,2007,4.25609756097561,1
"626",211085,2007,4.97297297297297,1
"627",211090,2007,4.59533073929961,1
"628",211100,2007,4.95491803278689,1
"629",211102,2007,3.944,1
"630",211105,2007,4.67768595041322,1
"631",211107,2007,4.60824742268041,1
"632",211110,2007,4.97816593886463,1
"633",211120,2007,5.18799212598425,1
"634",211125,2007,4.96575342465753,1
"635",211130,2007,5.16021495582476,1
"636",211140,2007,4.60441176470588,1
"637",211150,2007,5.14445574771109,1
"638",211153,2007,4.38036809815951,0
"639",211157,2007,4.65,1
"640",211160,2007,4.95696202531646,1
"641",211163,2007,4.12941176470588,1
"642",211167,2007,4.06896551724138,1
"643",211170,2007,4.68110236220472,1
"644",211172,2007,4.70454545454545,1
"645",211174,2007,4.35294117647059,1
"646",211176,2007,4.5906432748538,1
"647",211178,2007,4.64044943820225,1
"648",211180,2007,4.48469387755102,1
"649",211190,2007,5.02941176470588,1
"650",211195,2007,3.96969696969697,1
"651",211200,2007,4.83076923076923,1
"652",211210,2007,4.37545126353791,1
"653",211220,2007,4.61880912632165,1
"654",211223,2007,4.42028985507246,1
"655",211227,2007,4.52631578947368,1
"656",211230,2007,4.84056399132321,1
"657",211240,2007,4.46314631463146,1
"658",211245,2007,4.08675799086758,1
"659",211250,2007,4.60624523990861,1
"660",211260,2007,4.62542182227222,1
"661",211270,2007,4.56160938809723,1
"662",211280,2007,4.70960536113179,1
"663",211285,2007,4.4375,1
"664",211290,2007,4.85683297180043,1
"665",211300,2007,4.4796573875803,1
"666",211400,2007,4.51569506726457,1
"667",220005,2007,4.06666666666667,1
"668",220010,2007,5.20833333333333,1
"669",220020,2007,5.12927191679049,1
"670",220025,2007,4.44628099173554,1
"671",220027,2007,4.61764705882353,1
"672",220030,2007,4.7,1
"673",220040,2007,4.44178628389155,1
"674",220045,2007,4.45652173913043,1
"675",220050,2007,4.77362637362637,1
"676",220060,2007,5.02283105022831,1
"677",220070,2007,4.82142857142857,1
"678",220080,2007,4.5,1
"679",220090,2007,4.85714285714286,1
"680",220095,2007,7,1
"681",220100,2007,4.59139784946237,1
"682",220105,2007,3.64367816091954,1
"683",220110,2007,4.35379061371841,1
"684",220115,2007,4.21951219512195,1
"685",220117,2007,4.53846153846154,1
"686",220120,2007,4.39495798319328,1
"687",220130,2007,3.975,1
"688",220140,2007,4.61904761904762,1
"689",220150,2007,4.05905511811024,1
"690",220155,2007,5.25,1
"691",220157,2007,4.8,1
"692",220160,2007,4.44755244755245,1
"693",220170,2007,4.51190476190476,1
"694",220173,2007,4.23880597014925,1
"695",220177,2007,4.14285714285714,1
"696",220180,2007,4.68852459016393,1
